objectid,name,address,city,state,zip,population,county,countyfips,latitude,longitude,naics_desc
46102,perfect beginnings child dev center inc,1500 w 119th st,chicago,il,60643,44,cook,17031,41.67783,-87.65921,child day care centers
46103,wee care preschool,2816 n pine grove ave,chicago,il,60657,90,cook,17031,41.9335,-87.64175,child day care centers
46104,presence resurrection child care center,7435 w talcott ave,chicago,il,60631,88,cook,17031,41.98877,-87.81322,child day care centers
46105,fifth city child devel institute incorp.,3411 w 5th ave bldg c,chicago,il,60624,88,cook,17031,41.87676,-87.71179,child day care centers
46106,montessori academy and assoc inc,11019 s halsted st number 25,chicago,il,60628,101,cook,17031,41.6938,-87.64229,child day care centers
46107,"keepers kids, inc.",2718 w 59th st,chicago,il,60629,70,cook,17031,41.78648,-87.69193,child day care centers
46108,metropolitan family services loomis,5338 s loomis blvd,chicago,il,60609,122,cook,17031,41.79658,-87.66003,"child day care, before or after school, separate from schools"
46109,la petite academy - belleville,2390 lebanon avenue,belleville,il,62221,92,st. clair,17163,38.54214,-89.94386,child day care centers
46110,powell's academy ii,1205 n 71st st,e saint louis,il,62203,84,st. clair,17163,38.60953,-90.07457,child day care centers
46111,the friendship co christian preschool,1420 illini dr,o fallon,il,62269,160,st. clair,17163,38.61649,-89.91897,child day care centers
46112,the goddard school,1160 fortune blvd,shiloh,il,62269,200,st. clair,17163,38.57147,-89.92068,child day care centers
46113,bluffview head start center,8100 bunkum road,caseyville,il,62232,134,st. clair,17163,38.62243,-90.06024,"head start programs, separate from schools"
46114,"just us kids child care center, inc.",839 darmstadt street,saint libory,il,62282,69,st. clair,17163,38.36084,-89.71241,child day care centers
46115,laugh and learn preschool and day care,780 n jefferson st,mascoutah,il,62258,226,st. clair,17163,38.50079,-89.79281,child day care centers
46116,kindercare learning ctr 300912,3890 northridge dr,rockford,il,61114,87,winnebago,17201,42.31635,-89.03271,child day care centers
46117,kindercare learning center 000225,6473 e riverside blvd,rockford,il,61114,139,winnebago,17201,42.318671,-88.990354,child day care centers
46118,kindercare learning centers 000094,308 n mulford rd,rockford,il,61107,206,winnebago,17201,42.27089,-88.99973,child day care centers
46119,"tender beginnings learning center, ltd.",2722 broadway,rockford,il,61108,60,winnebago,17201,42.25272,-89.05231,child day care centers
46120,playtown preschool,3300 rural st,rockford,il,61107,40,winnebago,17201,42.27446,-89.04465,child day care centers
46121,south - east asia center,1112 w foster ave,chicago,il,60640,56,cook,17031,41.9764,-87.65813,child day care centers
46122,"south - east asia center, broadway",5120 n broadway st,chicago,il,60640,40,cook,17031,41.97522,-87.65975,child day care centers
46123,creativo! academy,5407 w devon ave,chicago,il,60646,20,cook,17031,41.99711,-87.76426,child day care centers
46124,"imani childrens academy, inc.",11443 s halsted st,chicago,il,60628,36,cook,17031,41.68558,-87.6421,child day care centers
46125,"fresh start day care center, inc.",6924 w north ave,chicago,il,60707,105,cook,17031,41.90918,-87.79821,child day care centers
46126,higher learning daycare and education ctr,2526 e 73rd st,chicago,il,60649,62,cook,17031,41.76283,-87.56321,child day care centers
46127,dee dees learning academy inc,631 minnie avenue,dupo,il,62239,78,st. clair,17163,38.50988,-90.20839,child day care centers
46128,o'fallon childcare and learning center,111 w 4th st,o fallon,il,62269,35,st. clair,17163,38.589,-89.91154,child day care centers
46129,mdt child care center,2316 cynthia st,cahokia,il,62206,40,st. clair,17163,38.55232,-90.14008,child day care centers
46130,"new beginnings, inc.",301 s market st,new athens,il,62264,68,st. clair,17163,38.32232,-89.87655,child day care centers
46131,anna heights early learning center,100 turner ave,anna,il,62906,96,union,17181,37.45699,-89.23083,child day care centers
46132,cobden early learning center - head start,413 n appleknocker st,cobden,il,62920,20,union,17181,37.53707,-89.25584,"head start programs, separate from schools"
46133,s7hd / head start dongola,1000 high st,dongola,il,62926,20,union,17181,37.36652,-89.16219,"head start programs, separate from schools"
46134,s7hd / head start jonesboro,309 cook ave,jonesboro,il,62952,31,union,17181,37.4496,-89.27548,"head start programs, separate from schools"
46135,su casa migrant headstart day care cntr,8125 old highway 51 n,cobden,il,62920,91,union,17181,37.56528,-89.268,"head start programs, separate from schools"
46136,first christian preschool,100 w center st,fairfield,il,62837,20,wayne,17191,38.377,-88.36028,child day care centers
46137,"kiddie kollege of fairfield, inc.",2226 mt. vernon road,fairfield,il,62837,150,wayne,17191,38.384133,-88.394761,child day care centers
46138,fairgrounds head start,902 acorn st,rockford,il,61101,24,winnebago,17201,42.27928,-89.09975,"head start programs, separate from schools"
46139,rockford day nursery early learning ctr,2323 s 6th st,rockford,il,61104,200,winnebago,17201,42.2422,-89.0825,child day care centers
46140,roosevelt community education center inf,978 haskell avenue,rockford,il,61103,27,winnebago,17201,42.28305,-89.09244,child day care centers
46141,grace lutheran preschool and nursery,343 grand ave,loves park,il,61111,70,winnebago,17201,42.31232,-89.0604,child day care centers
46142,montessori private academy inc,8101 sayer rd,rockford,il,61108,16,winnebago,17201,42.25442,-88.95921,child day care centers
46143,christ united methodist church p / s cntr,1505 n alpine rd,rockford,il,61107,76,winnebago,17201,42.2843,-89.02898,child day care centers
46144,lakefront children's academy,400 e randolph st fl 6b,chicago,il,60601,58,cook,17031,41.88458,-87.61733,child day care centers
46145,irving park early learning center inc.,3021 w montrose ave number 23,chicago,il,60618,63,cook,17031,41.96097,-87.70433,child day care centers
46146,eyes on the future child care,6969 n ravenswood ave,chicago,il,60626,213,cook,17031,42.00863,-87.67501,child day care centers
46147,marillac social center,212 s francisco ave,chicago,il,60612,294,cook,17031,41.87798,-87.69917,child day care centers
46148,rogers park montessori school,1800 w balmoral ave,chicago,il,60640,32,cook,17031,41.97974,-87.67511,child day care centers
46149,rainbow day care,3250 w irving park rd,chicago,il,60618,89,cook,17031,41.95391,-87.71015,child day care centers
46150,little tykes ii dc inc,1723 w 35th st,chicago,il,60609,61,cook,17031,41.83046,-87.66887,child day care centers
46151,home of life just for you child dev. ctr,4647 w washington blvd,chicago,il,60644,60,cook,17031,41.88187,-87.74191,child day care centers
46152,hlcdc development ii,4650 w madison st,chicago,il,60644,94,cook,17031,41.8806,-87.74173,child day care centers
46153,bettys day care academy inc,5725 w chicago ave,chicago,il,60651,86,cook,17031,41.89463,-87.769,child day care centers
46154,"teddy bear nursery schools, inc. i",2649 west 51st street,chicago,il,60632,178,cook,17031,41.80104,-87.69102,child day care centers
46155,laurance armour day school,2150 w harrison st,chicago,il,60612,142,cook,17031,41.87404,-87.68013,child day care centers
46156,stair step villa nurs. and kindergarten inc,6725 south jeffery boulevard,chicago,il,60649,22,cook,17031,41.77265,-87.57647,child day care centers
46157,park west cooperative nursery school,2214 n bissell st,chicago,il,60614,60,cook,17031,41.92226,-87.65255,child day care centers
46158,pathways to learning child care center,3450 w 79th st number 56,chicago,il,60652,90,cook,17031,41.74987,-87.70931,child day care centers
46159,dr. effie o ellis ymca day care center,10 s kedzie ave,chicago,il,60612,40,cook,17031,41.880601,-87.706101,child day care centers
46160,twinkling stars preschool llc,2044b w belmont ave,chicago,il,60618,48,cook,17031,41.93971,-87.68003,child day care centers
46161,tots express learning center,9031 s stony island ave,chicago,il,60617,78,cook,17031,41.73045,-87.58476,child day care centers
46162,power daycare center,725 w 123rd st,chicago,il,60628,55,cook,17031,41.67042,-87.64019,child day care centers
46163,kidz creative concepts learning center,719 e 63rd st,chicago,il,60637,65,cook,17031,41.78032,-87.6076,child day care centers
46164,"jones academy, inc",4344 s wentworth ave,chicago,il,60609,117,cook,17031,41.81506,-87.63148,child day care centers
46165,state of illinois child development ctr,160 n lasalle n - 200,chicago,il,60601,104,cook,17031,41.88524,-87.63192,child day care centers
46166,uw health kid's learning center,122 williams park,rockford,il,61104,213,winnebago,17201,42.26601,-89.07114,child day care centers
46167,metamora community pre - school,925 w walnut st,metamora,il,61548,15,woodford,17203,40.78934,-89.37447,child day care centers
46168,eureka head start,1195 county road 1600 e,eureka,il,61530,15,woodford,17203,40.756071,-89.234491,"head start programs, separate from schools"
46169,stepping stones daycare,101 delaney dr,el paso,il,61738,89,woodford,17203,40.73621,-89.04145,child day care centers
46170,posh tots academy,1250 n nofsinger rd,metamora,il,61548,75,woodford,17203,40.7689,-89.43229,child day care centers
46171,"just like home daycare, llc",114 main st,congerville,il,61729,64,woodford,17203,40.61606,-89.20418,child day care centers
46172,the cook county / city of chgo child devel,40 n dearborn st,chicago,il,60602,119,cook,17031,41.88272,-87.6295,child day care centers
46173,wright early care and learning center,532 w 95th st,chicago,il,60628,154,cook,17031,41.72166,-87.63719,child day care centers
46174,all day montessori,1819 w 99th st,chicago,il,60643,47,cook,17031,41.71362,-87.66809,child day care centers
46175,sinai preschool,15 w delaware pl,chicago,il,60610,36,cook,17031,41.89916,-87.62895,child day care centers
46176,shining star child dev inst of the arts,854 e 79th st,chicago,il,60619,105,cook,17031,41.75135,-87.60353,child day care centers
46177,dalia's busy bee academy inc,10658 s green bay ave,chicago,il,60617,64,cook,17031,41.70169,-87.54139,child day care centers
46178,the children's ctr for creative learning,7954 s western ave number 7958,chicago,il,60620,124,cook,17031,41.74855,-87.68316,child day care centers
46179,concordia place,3855 n seeley ave,chicago,il,60618,93,cook,17031,41.9515,-87.6798,child day care centers
46180,little scholars journey,3310 s archer ave unit e,chicago,il,60608,78,cook,17031,41.83393,-87.67229,child day care centers
46181,peachtree educational daycare inc,1431 w 111th st,chicago,il,60643,25,cook,17031,41.69216,-87.65822,child day care centers
46182,kids are us learning academy,7457 s bennett ave,chicago,il,60649,51,cook,17031,41.75915,-87.57896,child day care centers
46183,little kids village learning ii,2656 w 71st st,chicago,il,60629,86,cook,17031,41.76465,-87.68984,child day care centers
46184,"love n learn academy, inc",723 e 75th st,chicago,il,60619,45,cook,17031,41.75842,-87.60687,child day care centers
46185,metropolitan fam srvs children's center,3215 w 63rd st,chicago,il,60629,72,cook,17031,41.77896,-87.70384,child day care centers
46186,kids corner academy,2416 s michigan ave,chicago,il,60616,39,cook,17031,41.84872,-87.6237,child day care centers
46187,little angels learning center,6701 s emerald ave,chicago,il,60621,68,cook,17031,41.77243,-87.64317,child day care centers
46188,kiddie steps 4 you learning center inc,1700 w 63rd st,chicago,il,60636,61,cook,17031,41.77963,-87.66682,child day care centers
46189,prodigy child learning center annex,1934 e 79th st,chicago,il,60649,67,cook,17031,41.7518,-87.57703,child day care centers
46190,lee's cuddles n care inc,6100 w north ave number 6106,chicago,il,60639,66,cook,17031,41.90929,-87.77763,child day care centers
46191,big hugs for little hands center,10623 s halsted st number 27,chicago,il,60628,45,cook,17031,41.70074,-87.64237,child day care centers
46192,"new knowledge learning center, inc",8440 s kedzie ave,chicago,il,60652,46,cook,17031,41.73942,-87.70211,child day care centers
46193,kindercare learning center number 070456,3855 n elston ave,chicago,il,60618,53,cook,17031,41.95138,-87.71578,child day care centers
46194,little hands child creative center,7146 s ashland ave number 48,chicago,il,60636,48,cook,17031,41.76376,-87.66383,child day care centers
46195,little folks day care,2527 e 73rd st,chicago,il,60649,36,cook,17031,41.76273,-87.56313,child day care centers
46196,sonnets academy - lincoln park llc,1942 n clark st,chicago,il,60614,30,cook,17031,41.91775,-87.63599,child day care centers
46197,lakeview preschool academy,3536 n lincoln ave,chicago,il,60657,16,cook,17031,41.94604,-87.67339,child day care centers
46198,greater learning opportunity academy inc,2301 e 79th st number 05,chicago,il,60649,34,cook,17031,41.751675,-87.568559,child day care centers
46199,beyond day care center,6117 w montrose ave,chicago,il,60634,62,cook,17031,41.96006,-87.78024,child day care centers
46200,blocks infant toddler child care center,657 s wells st,chicago,il,60607,21,cook,17031,41.87357,-87.63352,child day care centers
46201,allison's infant and toddler center,5522 s racine ave,chicago,il,60636,25,cook,17031,41.79309,-87.65485,child day care centers
46202,chicago preschool academy,532 e 87th st,chicago,il,60619,48,cook,17031,41.73679,-87.61066,child day care centers
